SUB_TYPE,FOLDER_NAME,EVENT_MONTH,EVENT_YEAR,AMPLIFIED_SOUND_DISTRICT,CALENDAR_YEAR_FOLDER_CREATED,CAPACITY,DECIBEL_LEVEL,END_HOURS_CONC_POUR_MON_SAT,END_HOURS_MOV_VEH_MON_SAT,END_HOURS_MOV_VEH_SUN,END_HOURS_NEAR_HOME_FRI_SAT,END_HOURS_NEAR_HOME_SUN_THUR,END_HOURS_NOT_NEAR_HOME,EXISTING_ZONING,EXPIRATION_DATE,IN_DATE,ISSUE_DATE,OMV_FRI_END_TIME,OMV_FRI_START_TIME,OMV_MON_END_TIME,OMV_MON_START_TIME,OMV_SAT_END_TIME,OMV_SAT_START_TIME,OMV_SUN_END_TIME,OMV_SUN_START_TIME,OMV_THU_END_TIME,OMV_THU_START_TIME,OMV_TUE_END_TIME,OMV_TUE_START_TIME,OMV_WED_END_TIME,OMV_WED_START_TIME,PROPERTYRSN,REST_51_PERCENT_FOOD_SALES,SQUARE_FOOTAGE,START_DATE,START_DATE_2,START_DATE_3,START_DATE_4,START_HOURS_CONC_POUR_MON_SAT,START_HOURS_MOV_VEH_MON_SAT,START_HOURS_MOV_VEH_SUN,START_HOURS_NEAR_HOME_FRI_SAT,START_HOURS_NEAR_HOME_SUN_THUR,START_HOURS_NOT_NEAR_HOME,STATUS,STREET_ADDRESS,ZIPCODE,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,LOCATION,PERMIT_NUMBER
Outdoor Music Venue,The Nook,,,6th Street District,2015,202,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-08-03,2015-08-30,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,166730,No,3200,,,,,,,,,,,Expired,309  6TH ST,78701,30.26708588,-97.74010486,9,"(30.26708588,-97.74010486)",2015-093359 SO
Outdoor Music Venue,The Nook,,,6th Street District,2016,208,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-08-24,2016-09-09,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,2:00AM,3:00PM,166730,No,3200,,,,,,,,,,,Expired,309  6TH ST,78701,30.26708588,-97.74010486,9,"(30.26708588,-97.74010486)",2016-102550 SO
Outdoor Music Venue,The Nook,,,6th Street District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-08-15,2017-09-10,2:00AM,NOON,2:00AM,NOON,2:00AM,NOON,2:00AM,NOON,2:00AM,NOON,2:00AM,NOON,2:00AM,NOON,166730,No,3200,,,,,,,,,,,Expired,309  6TH ST,78701,30.26708588,-97.74010486,9,"(30.26708588,-97.74010486)",2017-101459 SO
Outdoor Music Venue,The Nook,,,6th Street District,2018,See Approved Load Cards,85,,,,,,,CBD,,2018-09-10,2018-09-25,2AM,Noon,2AM,Noon,2AM,Noon,2AM,Noon,2AM,Noon,2AM,Noon,2AM,Noon,166730,No,3100,,,,,,,,,,,Expired,309  6TH ST,78701,30.26708588,-97.74010486,9,"(30.26708588,-97.74010486)",2018-160854 SO
Private Sound Amplification,ATX SXSW Showcase,MARCH,2012,Other,2012,,85,,,,,,10:00 P.M.,TOD-NP,2012-03-18,2012-03-06,,,,,,,,,,,,,,,,401792,,,2012-03-15,2012-03-16,2012-03-17,2012-03-18,,,,,,NOON,Pending,1311  7TH ST,78702,30.26449217,-97.72830249,3,"(30.26449217,-97.72830249)",2012-022020 SO
Advertising Sound Amplification,SXSW 2016 Fifth Street,MARCH,2016,6th Street District,2016,,85,,,,,,2:00am,CBD - CENTRAL BUSINESS DISTRICT,2016-03-14,2016-01-21,2016-03-15,,,,,,,,,,,,,,,166490,,,2016-03-11,2016-03-12,2016-03-13,2016-03-14,,,,,,10:00an,Expired,318  5TH ST,78701,30.26658655,-97.74002955,9,"(30.26658655,-97.74002955)",2016-007034 SO
Moving Vehicle,District 3 for Pio Campaign,OCTOBER,2014,,2014,,75,,,6:00pm,,,,,2014-10-26,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-10-26,,,,,,Noon,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115313 SO
Moving Vehicle,District 3 for Pio Campaign,OCTOBER,2014,,2014,,75,,7:00pm,,,,,,2014-10-27,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-10-27,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115314 SO
Moving Vehicle,District 3 for Pio Campaign,OCTOBER,2014,,2014,,75,,7:00pm,,,,,,2014-10-28,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-10-28,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115315 SO
Moving Vehicle,District 3 for Pio Campaign,OCTOBER,2014,,2014,,75,,7:00pm,,,,,,2014-10-29,2014-10-24,,,,,,,,,,,,,,,,0,,,2014-10-29,,,,,Noon,,,,,In Review,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115318 SO
Moving Vehicle,District 3 for Pio Campaign,OCTOBER,2014,,2014,,75,,7:00pm,,,,,,2014-10-30,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-10-30,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115319 SO
Moving Vehicle,District 3 for Pio Campaign,OCTOBER,2014,,2014,,75,,7:00pm,,,,,,2014-10-31,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-10-31,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115321 SO
Moving Vehicle,District 3 for Pio Campaign,NOVEMBER,2014,,2014,,75,,7:00pm,,,,,,2014-11-01,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-11-01,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115323 SO
Moving Vehicle,District 3 for Pio Campaign,NOVEMBER,2014,,2014,,75,,,6:00pm,,,,,2014-11-02,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-11-02,,,,,,Noon,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115324 SO
Moving Vehicle,District 3 for Pio Campaign,NOVEMBER,2014,,2014,,75,,7:00pm,,,,,,2014-11-03,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-11-03,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115325 SO
Moving Vehicle,District 3 for Pio Campaign,NOVEMBER,2014,,2014,,75,,7:00pm,,,,,,2014-11-04,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-11-04,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115326 SO
Moving Vehicle,District 3 for Pio Campaign,OCTOBER,2014,,2014,,75,,7:00pm,,,,,,2014-10-25,2014-10-24,2014-10-24,,,,,,,,,,,,,,,0,,,2014-10-25,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-115309 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-05,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-05,,,,,10:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129003 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-06,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-06,,,,,10:00am,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129005 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,6:00pm,,,,,,2014-12-07,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-07,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129006 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-08,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-08,,,,,10:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129008 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-09,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-09,,,,,10:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129009 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-10,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-10,,,,,10:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129010 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-11,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-11,,,,,10:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129011 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-12,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-12,,,,,10:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129012 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-13,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-13,,,,,10:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129013 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,6:00pm,,,,,,2014-12-14,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-14,,,,,Noon,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129015 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-15,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-15,,,,,10:00am,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129016 SO
Moving Vehicle,District 3 for Pio Campaign,DECEMBER,2014,,2014,,75,,8:00pm,,,,,,2014-12-16,2014-12-04,2014-12-04,,,,,,,,,,,,,,,0,,,2014-12-16,,,,,10:00am,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2014-129017 SO
Advertising Sound Amplification,Doc's Motorworks,MARCH,2011,Other,2011,225,70,,,,10:00 p.m.,8:00 p.m.,,CS-MU-CO-Np Gen. Commercial-Mixed Use-Con. Overlay-Nbrhd Plan Comb dist,2011-03-19,2011-03-02,2011-03-22,,,,,,,,,,,,,,,498314,Yes,4500,2011-03-16,,,,,,,10:00 a.m.,10:00 a.m.,,Expired,1123  CONGRESS AVE,78704,30.25236419,-97.74831254,9,"(30.25236419,-97.74831254)",2011-016153 SO
Advertising Sound Amplification,Doc's Motorworks,MARCH,2012,Other,2012,,70,,,,9:30 p.m.,,,CS-MU-V-NP,2012-04-14,2012-02-27,,,,,,,,,,,,,,,,498314,,,2012-03-16,2012-03-17,2012-04-13,2012-04-14,,,,Noon,,,Pending,1123  CONGRESS AVE,78704,30.25236419,-97.74831254,9,"(30.25236419,-97.74831254)",2012-018870 SO
Advertising Sound Amplification,Doc's Motorworks SXSW,MARCH,2013,Other,2013,,85,,,,10:00,10:00,,CS - GENERAL COMMERCIAL,2013-03-17,2013-02-13,2013-03-29,,,,,,,,,,,,,,,498314,,,2013-03-14,2013-03-15,2013-03-16,2013-03-17,,,,Noon,Noon,,Expired,1123  CONGRESS AVE,78704,30.25236419,-97.74831254,9,"(30.25236419,-97.74831254)",2013-014209 SO
Outdoor Music Venue,SCOOT INN,,,Other,2012,695,85,,,,,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,,2012-04-11,2012-05-31,Midnight,10:00 a.m.,10:00 p.m.,10:00 a.m.,Midnight,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,10:00 p.m.,10:00 a.m.,401024,No,2362,,,,,,,,,,,Expired,1308  4TH ST,78702,30.26224167,-97.7294848,3,"(30.26224167,-97.7294848)",2012-034836 SO
Outdoor Music Venue,Third Base,,,Other,2011,224,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2011-02-16,2011-07-06,10:00 p.m.,,8:00 p.m.,,10:00 p.m.,,8:00 p.m.,,8:00 p.m.,,8:00 p.m.,,8:00 p.m.,,3141198,Yes,1100,,,,,,,,,,,Expired,1717  6TH ST,78703,30.27580818,-97.76514466,9,"(30.27580818,-97.76514466)",2011-012027 SO
Private Sound Amplification,1501 E 6TH ST,JUNE,2011,Other,2011,,85,,,,,,9:00 pm,TOD-NP,2011-06-05,2011-06-03,2011-06-03,,,,,,,,,,,,,,,127191,,,2011-06-05,,,,,,,,,4:00 pm,Expired,1503  6TH ST,78702,30.26289975,-97.72735692,3,"(30.26289975,-97.72735692)",2011-048414 SO
Public Sound Amplification,1950 S IH 35 SVRD SB,MAY,2011,Other,2011,,85,,,,10:00 pm,,,GR-NP,2011-05-07,2011-05-06,2011-05-06,,,,,,,,,,,,,,,753458,,,2011-05-07,,,,,,,5:00 pm,,,Expired,1950 SB IH 35 SVRD,78704,30.23798453,-97.73942291,9,"(30.23798453,-97.73942291)",2011-039244 SO
Advertising Sound Amplification,4701 E 5TH ST,MARCH,2012,Other,2012,,85,,,,10:00 p.m.,,,LI-CO-NP,2012-03-17,2012-02-22,,,,,,,,,,,,,,,,90104,,,2012-03-10,2012-03-15,2012-03-16,2012-03-17,,,,10:00 a.m.,,,Pending,4701  5TH ST,78702,30.25335922,-97.70301761,3,"(30.25335922,-97.70301761)",2012-016962 SO
Government Amplified Sound,2416 E 6TH ST,MARCH,2010,Other,2010,299,85,,,,10:00 p.m.,,,LI - LIMITED INDUSTRIAL SERVICES,2010-03-06,2010-03-02,2010-03-02,,,,,,,,,,,,,,,879734,No,8000,2010-03-06,,,,,,,10:00 a.m.,,,Expired,2416  6TH ST,78702,30.25917927,-97.71484773,3,"(30.25917927,-97.71484773)",2010-017144 SO
Private Sound Amplification,Nuevo Leon,MAY,2012,Other,2012,,70,,,,,,10:00 p.m.,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2012-07-20,2012-04-18,2012-05-31,,,,,,,,,,,,,,,127191,,,2012-05-17,2012-06-29,2012-06-30,2012-07-10,,,,,,7:00 p.m.,Expired,1503  6TH ST,78702,30.26289975,-97.72735692,3,"(30.26289975,-97.72735692)",2012-037209 SO
Outdoor Music Venue,Red Eyed Fly,,,Other,2009,235,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2009-08-26,2009-10-21,Midnight,,10:30 p.m.,,Midnight,,10:30 p.m.,,11:00 p.m.,,10:30 p.m.,,10:30 p.m.,,201116,No,2500,,,,,,,,,,,Expired,715  RED RIVER ST,78701,30.26786591,-97.73624999,9,"(30.26786591,-97.73624999)",2009-096458 SO
Outdoor Music Venue,RED EYED FLY,,,Other,2010,110,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2010-10-27,2011-01-18,Midnight,,10:30 p.m.,,Midnight,,10:30 p.m.,,11:00 p.m.,,10:30 p.m.,,10:30 p.m.,,201116,No,2500,,,,,,,,,,,Expired,715  RED RIVER ST,78701,30.26786591,-97.73624999,9,"(30.26786591,-97.73624999)",2010-093142 SO
Outdoor Music Venue,715 RED RIVER ST,,,Other,2012,110,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2012-01-26,2012-03-05,Midnight,10:00 a.m.,10:30 p.m.,10:00 a.m.,Midnight,10:00 a.m.,10:30 p.m.,10:00 a.m.,11:00 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,10:30 p.m.,10:00 a.m.,201116,No,2500,,,,,,,,,,,Expired,715  RED RIVER ST,78701,30.26786591,-97.73624999,9,"(30.26786591,-97.73624999)",2012-008074 SO
Outdoor Music Venue,Red Eyed Fly,,,Other,2013,110,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2013-02-26,2013-03-08,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,201116,No,2500,,,,,,,,,,,Expired,715  RED RIVER ST,78701,30.26786591,-97.73624999,9,"(30.26786591,-97.73624999)",2013-018330 SO
Outdoor Music Venue,Red Eyed Fly,,,Other,2014,235,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2014-03-11,2014-04-09,12:00AM,10:00AM,10:30PM,10:00AM,12:00AM,10:00AM,10:30PM,10:00AM,11:00PM,10:00AM,10:30PM,10:00AM,10:30PM,10:00AM,201116,No,4500,,,,,,,,,,,Expired,715  RED RIVER ST,78701,30.26786591,-97.73624999,9,"(30.26786591,-97.73624999)",2014-024291 SO
Outdoor Music Venue,Roppolos Pizzeria,,,6th Street District,2011,394,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2011-02-16,2011-04-04,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,2:00 a.m.,,200822,Yes,1200,,,,,,,,,,,Expired,316  6TH ST,78701,30.26750848,-97.73964991,9,"(30.26750848,-97.73964991)",2011-012015 SO
Private Sound Amplification,2130 GUADALUPE STREET,MARCH,2019,Within 600 ft of Residential,2019,,85,,,,9PM,,,CS-CO-NP,2019-03-15,2019-03-04,2019-03-07,,,,,,,,,,,,,,,309944,,,2019-03-15,,,,,,,11AM,,,Expired,2130  GUADALUPE ST,78705,30.28475813,-97.7422097,9,"(30.28475813,-97.7422097)",2019-033238 SO
Government Amplified Sound,San Jose Catholic Church,OCTOBER,2011,Other,2011,,85,,,,10:00 p.m.,,,LO - LIMITED OFFICE,2011-10-01,2011-09-29,2011-09-29,,,,,,,,,,,,,,,590800,,,2011-10-01,,,,,,,10:00 a.m.,,,Expired,2435  OAK CREST AVE,78704,30.2411354,-97.76270274,3,"(30.2411354,-97.76270274)",2011-087922 SO
Government Amplified Sound,San Jose Catholic Church,OCTOBER,2012,Other,2012,,85,,,,10:00pm,,,LO - LIMITED OFFICE,2012-10-06,2012-09-25,2012-09-25,,,,,,,,,,,,,,,590800,,,2012-10-06,,,,,,,10:00am,,,Expired,2435  OAK CREST AVE,78704,30.2411354,-97.76270274,3,"(30.2411354,-97.76270274)",2012-096961 SO
Government Amplified Sound,San Jose Catholic Church,OCTOBER,2013,Other,2013,,85,,,,10:00pm,,,LO - LIMITED OFFICE,2013-10-05,2013-09-24,2013-09-24,,,,,,,,,,,,,,,590800,,,2013-10-05,,,,,,,10:00am,,,Expired,2435  OAK CREST AVE,78704,30.2411354,-97.76270274,3,"(30.2411354,-97.76270274)",2013-100096 SO
Government Amplified Sound,San Jose Catholic Church,OCTOBER,2014,Other,2014,,85,,,,10:00pm,,,LO - LIMITED OFFICE,2014-10-04,2014-09-26,2014-09-26,,,,,,,,,,,,,,,590800,,,2014-10-04,,,,,,,10:00am,,,Expired,2435  OAK CREST AVE,78704,30.2411354,-97.76270274,3,"(30.2411354,-97.76270274)",2014-104004 SO
Advertising Sound Amplification,Budget Inn,AUGUST,2011,Other,2011,,85,,,,7:00 p.m.,,,CS - GENERAL COMMERCIAL,2011-08-20,2011-08-16,2011-08-18,,,,,,,,,,,,,,,199592,,,2011-08-20,,,,,,,4:00 p.m.,,,Expired,9220 SB IH 35 SVRD,78753,30.35755418,-97.68938038,4,"(30.35755418,-97.68938038)",2011-072792 SO
Private Sound Amplification,GSD&M,OCTOBER,2011,Other,2011,,85,,,,,,10:00 p.m.,CS-1 - LIQUOR SALES,2011-10-13,2011-10-11,2011-10-11,,,,,,,,,,,,,,,131216,,,2011-10-13,,,,,,,,,6:00 p.m.,Expired,828  6TH ST,78703,30.27121145,-97.75223126,9,"(30.27121145,-97.75223126)",2011-091776 SO
Advertising Sound Amplification,GSD&M,MARCH,2012,Other,2012,,85,,,,,,11:00 P.M.,CBD - CENTRAL BUSINESS DISTRICT,2012-03-15,2012-02-22,,,,,,,,,,,,,,,,131216,,,2012-03-12,2012-03-13,2012-03-14,2012-03-15,,,,,,NOON,Pending,828  6TH ST,78703,30.27121145,-97.75223126,9,"(30.27121145,-97.75223126)",2012-017047 SO
Advertising Sound Amplification,Jarritos Flavor Festival,OCTOBER,2012,Other,2012,,85,,,,4:00pm,4:00pm,,CS - GENERAL COMMERCIAL,2012-10-14,2012-09-12,2012-10-12,,,,,,,,,,,,,,,690572,,,2012-10-12,2012-10-13,2012-10-14,,,,,11:00am,11:00am,,Expired,424 SB LAMAR BLVD,78704,30.2613296,-97.75879717,9,"(30.2613296,-97.75879717)",2012-092732 SO
Advertising Sound Amplification,GSD&M SXSW Parties,MARCH,2013,Other,2013,,85,,,,,,Midnight,DMU - DOWNTOWN MIXED USE,2013-03-14,2013-02-13,2013-04-02,,,,,,,,,,,,,,,131216,,,2013-03-11,2013-03-12,2013-03-13,2013-03-14,,,,,,10am,Expired,828  6TH ST,78703,30.27121145,-97.75223126,9,"(30.27121145,-97.75223126)",2013-013968 SO
Advertising Sound Amplification,GSD&M Parties,MARCH,2014,Other,2014,,85,,,,,,11:00pm,CS - GENERAL COMMERCIAL,2014-03-13,2014-02-21,2014-03-11,,,,,,,,,,,,,,,131216,,,2014-03-10,2014-03-13,,,,,,,,10:00am,Expired,828  6TH ST,78703,30.27121145,-97.75223126,9,"(30.27121145,-97.75223126)",2014-017179 SO
Advertising Sound Amplification,GSD&M Parties,MARCH,2015,Other,2015,,85,,,,,11:00pm,,CS - GENERAL COMMERCIAL,2015-03-19,2015-02-20,2015-03-16,,,,,,,,,,,,,,,131216,,,2015-03-16,2015-03-19,,,,,,,10:00am,,Expired,828  6TH ST,78703,30.27121145,-97.75223126,9,"(30.27121145,-97.75223126)",2015-019684 SO
Advertising Sound Amplification,GSD&M Parties,MARCH,2016,Within 600 ft of Residential,2016,,85,,,,11:00pm,11:00pm,,CS - GENERAL COMMERCIAL,2016-03-17,2016-02-22,2016-03-09,,,,,,,,,,,,,,,428048,,,2016-03-14,2016-03-15,2016-03-17,,,,,10:00am,10:00am,,Expired,605  WOOD ST,78703,30.27103951,-97.75161481,9,"(30.27103951,-97.75161481)",2016-018566 SO
Private Sound Amplification,828 W 6TH ST,MARCH,2017,Other,2017,,80,,,,,10:30pm,,DMU - DOWNTOWN MIXED USE,2017-03-16,2017-02-14,2017-03-09,,,,,,,,,,,,,,,131216,,,2017-03-13,,,,,,,,6pm,,Expired,828  6TH ST,78703,30.27121145,-97.75223126,9,"(30.27121145,-97.75223126)",2017-017244 SO
Private Sound Amplification,828 W 6TH ST,MARCH,2018,Other,2018,,85,,,,,,11PM,DMU - DOWNTOWN MIXED USE,2018-03-15,2018-03-07,2018-03-07,,,,,,,,,,,,,,,131216,,,2018-03-12,2018-03-13,2018-03-14,2018-03-15,,,,,,10AM,Expired,828  6TH ST,78703,30.27121145,-97.75223126,9,"(30.27121145,-97.75223126)",2018-049946 SO
Government Amplified Sound,White Mountain Foods,APRIL,2010,Other,2010,500,85,,,,6:00 p.m.,,,LI - LIMITED INDUSTRIAL SERVICES,2010-04-17,2010-04-09,2010-04-09,,,,,,,,,,,,,,,90140,No,5000,2010-04-17,,,,,,,Noon,,,Expired,3301  5TH ST,78702,30.2543414,-97.70557919,3,"(30.2543414,-97.70557919)",2010-029889 SO
Advertising Sound Amplification,White Mountain Foods,APRIL,2011,Other,2011,,85,,,,6:00 p.m.,,,LI-CO-NP,2011-04-16,2011-04-14,2011-04-14,,,,,,,,,,,,,,,90140,,,2011-04-16,,,,,,,Noon,,,Expired,3301  5TH ST,78702,30.2543414,-97.70557919,3,"(30.2543414,-97.70557919)",2011-031330 SO
Government Amplified Sound,Austin Children's Museum,MAY,2010,Other,2010,,85,,,,,,10:30 p.m.,PUD - PLANNED UNIT DEVELOPMENT,2010-05-08,2010-04-29,2010-04-29,,,,,,,,,,,,,,,3185839,,,2010-05-08,,,,,,,,,6:30 p.m.,Expired,4550  MUELLER BLVD,78723,30.29720616,-97.7073439,9,"(30.29720616,-97.7073439)",2010-036913 SO
Outdoor Music Venue,B.D. Rileys Pub,,,6th Street District,2016,159,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-09-07,2016-10-22,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,625208,No,3856,,,,,,,,,,,Expired,204  6TH ST,78701,30.26782594,-97.74106722,9,"(30.26782594,-97.74106722)",2016-108231 SO
Outdoor Music Venue,B. D. Riley's Pub,,,6th Street District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-09-28,2017-11-07,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,625208,No,3856,,,,,,,,,,,Expired,204  6TH ST,78701,30.26782594,-97.74106722,9,"(30.26782594,-97.74106722)",2017-122859 SO
Outdoor Music Venue,B. D. Riley's Pub,,,6th Street District,2018,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-10-09,2018-11-08,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,625208,No,3856,,,,,,,,,,,Expired,204  6TH ST,78701,30.26782594,-97.74106722,9,"(30.26782594,-97.74106722)",2018-177237 SO
Outdoor Music Venue,B. D. Riley's Pub,,,6th Street District,2019,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2019-10-10,2019-11-09,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,625208,No,3856,,,,,,,,,,,Expired,204  6TH ST,78701,30.26782594,-97.74106722,9,"(30.26782594,-97.74106722)",2019-205091 SO
Outdoor Music Venue,Brazos Hall,,,Other,2014,500,75,,,,,,,CBD,,2014-04-03,2014-05-06,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,166208,No,12000,,,,,,,,,,,Expired,204  4TH ST,78701,30.26605041,-97.74180561,9,"(30.26605041,-97.74180561)",2014-033526 SO
Outdoor Music Venue,Brazos Hall,,,Other,2015,500,75,,,,,,,CBD,,2015-03-12,2015-05-06,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,166208,No,12000,,,,,,,,,,,Expired,204  4TH ST,78701,30.26605041,-97.74180561,9,"(30.26605041,-97.74180561)",2015-027950 SO
